API Well Number,County,Company Name,API Hole Number,Sidetrack Code,Completion Code,Well Type Code,Production Field,Well Status Code,Well Name,Town,Producing Formation,Months in Production,"Gas Produced, Mcf","Water Produced, bbl","Oil Produced, bbl",Reporting Year,New Georeferenced Column
31051161960000,Livingston,"Lenape Resources, Inc.",16196,00,00,GD,Uhley Corners-Caledonia,AC,McIlwaine 88,Caledonia,Medina,12,221,0,0,2003,"Caledonia, NY
(42.973152, -77.855225)"
31013178710000,Chautauqua,"Schreiner Oil & Gas, Inc.",17871,00,00,GD,Lakeshore,IN,Hillicker 666 1,Ripley,Medina,0,0,0,0,2002,"Ripley, NY
(42.266859, -79.710476)"
31009628280000,Cattaraugus,"Hemlock Oil & Gas Co., Inc.",62828,00,00,OD,Bradford,IN,Rumsey So 6,Allegany,Bradford,12,0,0,,2001,"Allegany, NY
(42.088061, -78.491258)"
31003680530000,Allegany,"Taylor, Ricky L.",68053,00,00,IW,Fulmer Valley,AC,Ewell 03,Wellsville,Fulmer Valley,0,0,0,0,2005,"Wellsville, NY
(42.120693, -77.946058)"
31003659670000,Allegany,"Harris, Stallone and Young, LLC",65967,00,00,OD,Richburg,IN,Allen 12,Scio,Richburg,0,0,0,0,2002,"Scio, NY
(42.171429, -77.97865)"
31009246320000,Cattaraugus,SWEPI LP,24632,00,00,OD,Bradford,AC,Rumsey Devonian Sec 10 Lot 4-174,Allegany,Bradford Third,12,1230,0,679,2007,"Allegany, NY
(42.088061, -78.491258)"
31003675560000,Allegany,"Saint John Exploration & Production, Inc.",67556,00,00,OD,Richburg,IN,Trio 0150,Bolivar,Richburg,0,,,,2003,"Bolivar, NY
(42.066701, -78.167667)"
31003667950000,Allegany,"Joyce, Christine M.",66795,00,00,OD,Fulmer Valley,AC,Clark 1,Andover,Fulmer Valley,0,,0,0,2005,"Andover, NY
(42.156405, -77.795231)"
31121176020000,Wyoming,United States Gypsum Co.,17602,00,00,GD,Danley Corners,AC,Gadd 1,Bennington,Medina,12,1881,0,0,2004,"Bennington, NY
(42.837023, -78.397809)"
31101161740000,Steuben,"Vertical Energy, Inc.",16174,00,00,OD,Beech Hill-Independence,IN,Edwards 14,West Union,Fulmer Valley,0,0,,,2004,"West Union, NY
(42.094951, -77.725816)"
31003666950000,Allegany,"Fulmer Valley Resources, Ltd.",66695,00,00,OD,Fulmer Valley,AC,Ford-Clark h10,Independence,Fulmer Valley,12,,11,,2002,"Independence, NY
(42.088045, -77.781386)"
31013162240000,Chautauqua,Empire Energy E&P LLC,16224,00,00,GD,Lakeshore,AC,NYSRA 2-1511,North Harmony,Grimsby,12,6173,17,0,2001,"North Harmony, NY
(42.094296, -79.374999)"
31121170750000,Wyoming,"Lenape Resources, Inc.",17075,00,00,GD,Leicester,AC,"Olsowsky, C 108",Perry,Medina,12,3010,40,0,2004,"Perry, NY
(42.719701, -78.000751)"
31009655360000,Cattaraugus,"BDH Oil, Inc.",65536,00,00,OD,Chipmunk,NR,Nichols Run Ho-24,Allegany,Chipmunk & Bradford 2nd,12,0,4,,2001,"Allegany, NY
(42.088061, -78.491258)"
31121170800000,Wyoming,"Lenape Resources, Inc.",17080,00,00,GD,Leicester,AC,"Wolfgang, L 114",Perry,Medina,12,1023,0,0,2003,"Perry, NY
(42.719701, -78.000751)"
31003660200000,Allegany,"Plants & Goodwin, Inc.",66020,00,00,OD,Richburg,SI,McAllister 3,Wirt,Richburg,12,0,0,,2001,"Wirt, NY
(42.137408, -78.150594)"
31009609850000,Cattaraugus,"McCracken Oil & Gas, LLC",60985,00,00,OD,Chipmunk,AC,B/R3,Allegany,Bradford & Chipmunk,3,,3,7,2004,"Allegany, NY
(42.088061, -78.491258)"
31011205080000,Cayuga,Minard Run Oil Co.,20508,00,00,GD,West Auburn,AC,Staehr 802-4,Springport,Queenston,12,2436,0,0,2004,"Springport, NY
(42.842233, -76.691958)"
31003636730000,Allegany,Hunt Oil Co.,63673,00,00,OD,Richburg,AC,Bellamy Farm 17,Alma,Richburg,12,0,0,9,2002,"Alma, NY
(42.012207, -78.060759)"
31003693990000,Allegany,Pennzoil Products Co.,69399,00,00,IW,Not Applicable,NR,Ballard 112,Bolivar,Not Applicable,,,,,2001,"Bolivar, NY
(42.066701, -78.167667)"
31003670540000,Allegany,"Barry Resources, Inc.",67054,00,00,OD,Richburg,IN,Wellman 19,Bolivar,Waugh & Porter,0,,0,0,2003,"Bolivar, NY
(42.066701, -78.167667)"
31009673480000,Cattaraugus,M. J. McCaffery Oil Co.,67348,00,00,OD,Chipmunk,AC,Sue 40,Carrollton,Chipmunk,0,,,0,2004,"Carrollton, NY
(42.023289, -78.628438)"
31003652980000,Allegany,"C.O.G. Development & Resources, Inc.",65298,00,00,OD,Richburg,IN,Meadowbank mc9,Bolivar,Richburg,0,0,0,0,2001,"Bolivar, NY
(42.066701, -78.167667)"
31003680370000,Allegany,"Taylor, Ricky L.",68037,00,00,OD,Fulmer Valley,PA,Ewell 10,Wellsville,Fulmer Valley,0,0,0,0,2004,"Wellsville, NY
(42.120693, -77.946058)"
31009187930000,Cattaraugus,"Copper Ridge Oil, Inc.",18793,00,00,OD,Bradford,AC,Enright & Barry 103,Carrollton,Bradford,10,0,0,,2002,"Carrollton, NY
(42.023289, -78.628438)"
31013164030000,Chautauqua,Empire Energy E&P LLC,16403,00,00,GD,Lakeshore,IN,Legters Bros 2,Clymer,Medina,0,0,0,0,2004,"Clymer, NY
(42.02082, -79.629966)"
31009051540000,Cattaraugus,"Copper Ridge Oil, Inc.",05154,00,00,OD,Five Mile,AC,Lunn Place & Stopfel 3,Olean,Bradford,12,,1,24,2003,"Olean, NY
(42.077495, -78.429849)"
31013156780000,Chautauqua,"Cotton Well Drilling Co., Inc.",15678,00,00,GD,Lakeshore,AC,Popielarz 2,Arkwright,Medina,11,978,155,,2003,"Arkwright, NY
(42.406943, -79.236356)"
31037194580000,Genesee,United States Gypsum Co.,19458,00,00,GD,Indian Falls,AC,Snell 2,Pembroke,Medina,4,208,0,0,2001,"Pembroke, NY
(42.997549, -78.435048)"
31101227590200,Steuben,"Chesapeake Appalachia, L.L.C.",22759,02,00,GE,Pine Hill,AC,S & D Farms 623144-B,Cohocton,Black River,11,13652,30,0,2006,"Cohocton, NY
(42.500569, -77.499753)"
31003675440000,Allegany,"Saint John Exploration & Production, Inc.",67544,00,00,OD,Richburg,IN,Big Four 12,Bolivar,Richburg,0,,0,0,2004,"Bolivar, NY
(42.066701, -78.167667)"
31009157680000,Cattaraugus,Frank H. Stephan Oil Group,15768,00,00,OD,Four Mile,AC,Frisina 4,Olean,Bradford Third,12,,4,79,2004,"Olean, NY
(42.077495, -78.429849)"
31029036240000,Erie,Unknown 029,03624,00,00,GD,Orchard Park-Hamburg,IN,Pierce IGC-17,Hamburg,Medina,12,0,0,0,2007,"Hamburg, NY
(42.723291, -78.839026)"
31029129160000,Erie,"Weil Resources, Inc.",12916,00,00,GD,Lakeview,AC,Mann 1,Evans,Medina,12,15,0,0,2001,"Evans, NY
(42.638457, -79.027689)"
31009661270000,Cattaraugus,"Stephan, Phillip",66127,00,00,OD,Bradford,AC,Stephan 1,Allegany,Bradford,12,0,4,15,2001,"Allegany, NY
(42.088061, -78.491258)"
31003662270000,Allegany,Estate of James D. Greene,66227,00,00,IW,Ford's Brook,IN,Fassett w15,Alma,Richburg,0,0,,0,2003,"Alma, NY
(42.012207, -78.060759)"
31009221580000,Cattaraugus,R & C Oil Co.,22158,00,00,OD,Bradford,AC,Meuller 4,Carrollton,"Chipmunk, Bradford 1st & 2nd",12,,20,110,2005,"Carrollton, NY
(42.023289, -78.628438)"
31013186360000,Chautauqua,Hayden Harper Energy KA LLC,18636,00,00,GD,Lakeshore,AC,Scott 1,Villenova,Medina,12,4240,0,0,2003,"Villenova, NY
(42.391743, -79.119456)"
31003664540000,Allegany,"Oconnor, James",66454,00,00,OD,Richburg,NR,Oconner 6,Genesee,Richburg,12,,1,10,2007,"Genesee, NY
(42.02693, -78.205893)"
31009673460000,Cattaraugus,M. J. McCaffery Oil Co.,67346,00,00,OD,Chipmunk,AC,Sue 24,Carrollton,Chipmunk,,0,,,2002,"Carrollton, NY
(42.023289, -78.628438)"
31013185340000,Chautauqua,"GFS Energy, Inc.",18534,00,00,OW,North Harmony,AC,Chautauqua County 14-4,North Harmony,Onondaga,0,0,,,2003,"North Harmony, NY
(42.094296, -79.374999)"
31013163230000,Chautauqua,Libra Petroleum Company,16323,00,00,OD,Busti,AC,L.Crandall 32,Busti,Glade,12,,0,8,2005,"Busti, NY
(42.038067, -79.283549)"
31013187830000,Chautauqua,"Shelex Drilling, Inc.",18783,00,00,GD,Lakeshore,AC,Strata 3,Gerry,Medina,12,2284,50,,2007,"Gerry, NY
(42.194749, -79.250394)"
31009045290000,Cattaraugus,"Copper Ridge Oil, Inc.",04529,00,00,OD,Five Mile,AC,Lunn Place and Stoeffel 1,Olean,Bradford,12,,2,31,2004,"Olean, NY
(42.077495, -78.429849)"
31013153100000,Chautauqua,Belden & Blake Corporation,15310,00,00,GD,Lakeshore,IN,"Rammelt, R 1",Ripley,Grimsby,0,0,0,0,2007,"Ripley, NY
(42.266859, -79.710476)"
31013122800000,Chautauqua,"Resource Energy, LLC",12280,00,00,GD,Lakeshore,AC,Gleason 4,North Harmony,Medina,12,3835,255,0,2005,"North Harmony, NY
(42.094296, -79.374999)"
31013186940000,Chautauqua,"Kastle Resources Enterprises, Inc.",18694,00,00,GD,Lakeshore,AC,Rublee 1,Ellington,Medina,9,787,0,0,2005,"Ellington, NY
(42.215868, -79.108075)"
31029200340000,Erie,Symbol Oil Corp.,20034,00,00,GD,Brant-Eden,AC,Alice Bauer 1,Eden,Medina,12,940,0,,2005,"Eden, NY
(42.652413, -78.896936)"
31009142330000,Cattaraugus,"Hemlock Oil & Gas Co., Inc.",14233,00,00,OD,Chipmunk,NR,Seneca Reservation 198,Carrollton,Chipmunk,0,0,0,0,2003,"Carrollton, NY
(42.023289, -78.628438)"
31051173060000,Livingston,"Lenape Resources, Inc.",17306,00,00,GD,Uhley Corners-Caledonia,AC,Scott 103,York,Medina,12,119,0,0,2003,"York, NY
(42.871099, -77.885584)"
31009649470000,Cattaraugus,"BDH Oil, Inc.",64947,00,00,IW,Chipmunk,NR,Nichols Run Aw-2,Allegany,Chipmunk & Bradford 2nd,0,,0,0,2005,"Allegany, NY
(42.088061, -78.491258)"
31009130160000,Cattaraugus,SWEPI LP,13016,00,00,OD,Bradford,PA,Rumsey Devonian 369,Allegany,Bradford,12,,2660,89,2002,"Allegany, NY
(42.088061, -78.491258)"
31013118910000,Chautauqua,Empire Energy E&P LLC,11891,00,00,GD,Lakeshore,AC,Kelly 415,Stockton,Medina,11,425,0,0,2007,"Stockton, NY
(42.316097, -79.359685)"
31029124700000,Erie,"Amos Zittel & Sons, Inc.",12470,00,00,GD,Brant-Eden,AC,Fee 2338,Eden,Medina,9,1,0,,2005,"Eden, NY
(42.652413, -78.896936)"
31029171690000,Erie,"Krog, Peter & Kim",17169,00,00,GD,Orchard Park-Hamburg,AC,Mulhollan 1,Orchard Park,Medina,12,0,0,0,2006,"Orchard Park, NY
(42.767456, -78.743906)"
31009673640000,Cattaraugus,"Dieteman, Peter H.",67364,00,00,OD,Chipmunk,NR,Closser 42,Carrollton,Chipmunk,0,,0,0,2005,"Carrollton, NY
(42.023289, -78.628438)"
31013114560000,Chautauqua,Empire Energy E&P LLC,11456,00,00,GD,Lakeshore,AC,Barber 259,Portland,Medina,12,1737,2,0,2001,"Portland, NY
(42.379838, -79.467344)"
31003623670000,Allegany,"Simon of Bolivar Enterprises, Inc.",62367,00,00,OD,Richburg,AC,Cowles 3,Bolivar,Richburg,7,0,4,7.06,2001,"Bolivar, NY
(42.066701, -78.167667)"
31013179300000,Chautauqua,"Whitney, Ben",17930,00,00,GD,Lakeshore,AC,Whitney Unit 1,French Creek,Medina,12,125,0,0,2007,"French Creek, NY
(42.053599, -79.703602)"
31009234350100,Cattaraugus,"Vertical Resources, Inc.",23435,01,00,GW,Not Applicable,TA,Gieger Hollow 1A,Allegany,Not Applicable,0,0,0,,2005,"Allegany, NY
(42.088061, -78.491258)"
31013211710000,Chautauqua,Empire Energy E&P LLC,21171,00,00,GD,Lakeshore,AC,"Musso, R 1",Portland,Medina,12,1091,,,2001,"Portland, NY
(42.379838, -79.467344)"
31051161400000,Livingston,"Lenape Resources, Inc.",16140,00,00,GD,Uhley Corners-Caledonia,AC,Wyand 63,Caledonia,Medina,12,1886,0,0,2006,"Caledonia, NY
(42.973152, -77.855225)"
31013157710000,Chautauqua,Empire Energy E&P LLC,15771,00,00,GD,Lakeshore,AC,"Wassink, H 1",French Creek,Medina,12,186,,,2002,"French Creek, NY
(42.053599, -79.703602)"
31013163920000,Chautauqua,Empire Energy E&P LLC,16392,00,00,GD,Lakeshore,AC,NYSRA 3-13,Chautauqua,Medina,11,539,45,0,2006,"Chautauqua, NY
(42.251704, -79.501693)"
31003664950000,Allegany,"Day, James W",66495,00,00,OD,Fulmer Valley,AC,Ackerman 14,Andover,Fulmer Valley,12,0,10,,2002,"Andover, NY
(42.156405, -77.795231)"
31013186600000,Chautauqua,"Stedman Energy, Inc.",18660,00,00,GD,Lakeshore,AC,Wiggers 2,North Harmony,Medina,12,4410,80,,2007,"North Harmony, NY
(42.094296, -79.374999)"
31051174050000,Livingston,"Lenape Resources, Inc.",17405,00,00,GD,Uhley Corners-Caledonia,AC,Hill 180,York,Medina,12,2826,90,0,2001,"York, NY
(42.871099, -77.885584)"
31003222210000,Allegany,"Otis Eastern Service, Inc.",22221,00,00,OD,Fulmer Valley,IN,"Dean, H 1",Andover,Fulmer Valley,3,18,0,0,2006,"Andover, NY
(42.156405, -77.795231)"
31003660410000,Allegany,"Collins, Terry",66041,00,00,OD,Richburg,AC,Harder 61,Scio,Richburg,6,,,6,2004,"Scio, NY
(42.171429, -77.97865)"
31003659780000,Allegany,"Harris, Stallone and Young, LLC",65978,00,00,OD,Richburg,IN,Emerson 3,Scio,Richburg,0,0,,0,2004,"Scio, NY
(42.171429, -77.97865)"
31003668560000,Allegany,"Christina Resources, Inc.",66856,00,00,OD,Fulmer Valley,IN,Lynch 2,Andover,Penny,,0,0,5,2002,"Andover, NY
(42.156405, -77.795231)"
31037204860000,Genesee,Fathers of Our Lady of Mercy Inc.,20486,00,00,GD,Uhley Corners-Caledonia,AC,Page 2,Le Roy,Medina,0,,,,2004,"Le Roy, NY
(42.977677, -77.987588)"
31101230540000,Steuben,Talisman Energy USA Inc.,23054,00,00,GE,Quackenbush Hill,AC,Hakes 1,Corning,Black River,,,,,2003,"Corning, NY
(42.141185, -77.05306)"
31013234140000,Chautauqua,"Kastle Resources Enterprises, Inc.",23414,00,00,GD,Lakeshore,AC,Weller T 1-A,Harmony,Medina,9,3394,200,0,2005,"Harmony, NY
(42.074924, -79.486378)"
31013143090000,Chautauqua,Seneca Resources Corporation,14309,00,00,GD,Lakeshore,AC,Vanderwark 6662,Busti,Medina,10,69,0,,2006,"Busti, NY
(42.038067, -79.283549)"
31003675640000,Allegany,"Stuck, Marion",67564,00,00,OD,Richburg,IN,Crandall 3,Bolivar,Richburg,0,0,0,0,2006,"Bolivar, NY
(42.066701, -78.167667)"
31003679010000,Allegany,"Sturdevant, Walter B.",67901,00,00,OD,Richburg,NR,J&R Oil Lot 8 28,Bolivar,Richburg,0,0,0,0,2001,"Bolivar, NY
(42.066701, -78.167667)"
31013622440000,Chautauqua,"Evinczik, Joseph A",62244,00,00,OD,Busti,PA,Evinczik Home 1,Busti,Glade,12,,,,2004,"Busti, NY
(42.038067, -79.283549)"
31013143550000,Chautauqua,Empire Energy E&P LLC,14355,00,00,GD,Lakeshore,AC,"Cochrane,I 1",Ripley,Medina,2,144,0,0,2006,"Ripley, NY
(42.266859, -79.710476)"
31013113150000,Chautauqua,Empire Energy E&P LLC,11315,00,00,GD,Lakeshore,AC,Dean 261,Portland,Medina,12,1354,0,0,2006,"Portland, NY
(42.379838, -79.467344)"
31013224860000,Chautauqua,Empire Energy E&P LLC,22486,00,00,GD,Lakeshore,AC,"Nyweide, J 1b",Clymer,Medina,12,4508,140,0,2006,"Clymer, NY
(42.02082, -79.629966)"
31009172100000,Cattaraugus,Seneca Resources Corp.,17210,00,00,GW,Lakeshore,AC,Countryside Gravel 231,Dayton,Medina,12,1530,0,,2003,"Dayton, NY
(42.399022, -79.003431)"
31013099480000,Chautauqua,"Fairway Resources, Inc.",09948,00,00,OD,Busti,NR,Davis 10,Busti,Glade,12,,0,6,2007,"Busti, NY
(42.038067, -79.283549)"
31003652870000,Allegany,"C.O.G. Development & Resources, Inc.",65287,00,00,OD,Richburg,IN,Meadowbank mb7,Bolivar,Richburg,0,,0,0,2005,"Bolivar, NY
(42.066701, -78.167667)"
31013164800000,Chautauqua,Empire Energy E&P LLC,16480,00,00,GD,Lakeshore,AC,"Breads, S. 621",Westfield,Medina,12,2070,0,0,2007,"Westfield, NY
(42.324884, -79.573821)"
31003680530000,Allegany,"Taylor, Ricky L.",68053,00,00,IW,Fulmer Valley,IN,Ewell 03,Wellsville,Fulmer Valley,0,0,0,0,2007,"Wellsville, NY
(42.120693, -77.946058)"
31003666650000,Allegany,Choudhury Oil & Gas Mining Corporation,66665,00,00,OD,Richburg,AC,Cass 13,Wirt,Richburg,12,0,0,,2002,"Wirt, NY
(42.137408, -78.150594)"
31009142170000,Cattaraugus,"Hemlock Oil & Gas Co., Inc.",14217,00,00,OD,Chipmunk,IN,Seneca Reservation 182,Carrollton,Chipmunk,0,0,0,0,2001,"Carrollton, NY
(42.023289, -78.628438)"
31003221260000,Allegany,"Ardent Resources, Inc.",22126,00,00,GW,Not Applicable,IN,Dunning 1,Genesee,Onondaga,0,0,0,,2005,"Genesee, NY
(42.02693, -78.205893)"
31009138270000,Cattaraugus,"BDH Oil, Inc.",13827,00,00,OD,Chipmunk,NR,Nichols Run Ho-302,Allegany,Chipmunk,4,,10,10,2005,"Allegany, NY
(42.088061, -78.491258)"
31003605880000,Allegany,"Wilkinson, Robert",60588,00,00,OD,Richburg,IN,Jones 01,Bolivar,Richburg,0,,,0,2004,"Bolivar, NY
(42.066701, -78.167667)"
31003674920000,Allegany,"Sturdevant, Walter B.",67492,00,00,OD,Richburg,IN,Sloan 24,Bolivar,Richburg,0,,0,0,2004,"Bolivar, NY
(42.066701, -78.167667)"
31009188270000,Cattaraugus,Cal Ban Corp.,18827,00,00,OD,Five Mile,AC,Cb9,Allegany,"Chipmunk, Bradford 2nd & 3rd",12,17,2,17,2006,"Allegany, NY
(42.088061, -78.491258)"
31009118610000,Cattaraugus,"McCracken Oil & Gas, LLC",11861,00,00,OD,Bradford,AC,Clark No W-1,Carrollton,"Chipmunk, Bradford 2nd & 3rd",0,,0,0,2004,"Carrollton, NY
(42.023289, -78.628438)"
31013159070000,Chautauqua,Great Lakes Energy Partners,15907,00,00,GD,Lakeshore,AC,Legters Bros 7,French Creek,Medina,6,767,65,0,2005,"French Creek, NY
(42.053599, -79.703602)"
31009139290000,Cattaraugus,Case Brothers Inc.,13929,00,00,OD,Bradford,AC,Moyer 06,Carrollton,Chipmunk,12,,4,37,2006,"Carrollton, NY
(42.023289, -78.628438)"
31099175720000,Seneca,A.D.C.O. Well Services,17572,00,00,GD,Fayette-Waterloo,AC,D'Amico 2508,Fayette,Queenston,12,555,0,,2006,"Fayette, NY
(42.831987, -76.847469)"
31009235010000,Cattaraugus,Frank H. Stephan Oil Group,23501,00,00,OD,Olean,AC,Frisina F14,Olean,Bradford,12,,3,66,2006,"Olean, NY
(42.077495, -78.429849)"
31011205520000,Cayuga,Minard Run Oil Co.,20552,00,00,GD,West Auburn,AC,Burtless 931-4,Aurelius,Queenston,12,3501,,,2002,"Aurelius, NY
(42.924099, -76.5588)"
31107238550001,Tioga,Fortuna Energy Inc.,23855,00,01,DW,New Field Wildcat,PM,Winter G1,Spencer,Black River,0,0,0,,2006,"Spencer, NY
(42.217112, -76.492961)"
31009246250000,Cattaraugus,SWEPI LP,24625,00,00,OD,Bradford,AC,Rumsey Devonian Sec 10 Lot 2-196,Allegany,Upper Devonian,12,1230,0,679,2007,"Allegany, NY
(42.088061, -78.491258)"
31013119040000,Chautauqua,Empire Energy E&P LLC,11904,00,00,GD,Lakeshore,AC,Suess 430,Stockton,Medina,12,2934,11,0,2001,"Stockton, NY
(42.316097, -79.359685)"
31013132170000,Chautauqua,Empire Energy E&P LLC,13217,00,00,GD,Lakeshore,AC,Caldwell 1,Ripley,Medina,12,1378,0,0,2007,"Ripley, NY
(42.266859, -79.710476)"
